name,age,height_cm,body_type,job_type,salary_lpa,family_networth,family_occupation,religion,cast,nri,fairness,dowry
Oliver Sunder,32,178,avrage,private job,21.42,359.48,politics,muslim,st,yes,wheatish,134.23
Kalpit Suresh,28,191,athletic,business,25.39,467.24,agriculture,jain,obc,no,fair,86.75
Reyansh Keer,32,193,heavy,self employee,5.43,181.04,business,sikh,sc,no,bark,83.12
Dalbir Hans,36,194,athletic,private job,28.08,223.02,professional,hindu,general,no,bark,43.82
Patrick Dixit,47,157,athletic,government job,23.9,117.77,business,buddhist,obc,no,wheatish,10.16
Chakradhar Handa,29,155,heavy,private job,9.1,229.01,professional,muslim,general,yes,wheatish,11.25
Shivansh Saha,29,172,heavy,startup,4.08,127.69,agriculture,christin,sc,yes,very fair,62.92
Manthan Thakur,27,187,slim,business,3.15,298.52,professional,jain,sc,yes,wheatish,126.52
Ekaraj Sachdeva,30,162,athletic,startup,39.65,36.17,business,muslim,general,no,bark,69.93
Aditya Verma,36,193,athletic,startup,23.78,96.61,business,buddhist,general,yes,bark,144.85
Laban Oza,23,174,heavy,business,38.32,316.61,politics,muslim,st,no,very fair,91.01
Nathaniel D’Alia,45,193,slim,private job,38.71,296.94,agriculture,sikh,general,no,wheatish,51.15
Wyatt Sachdev,24,169,slim,government job,35.58,163.54,service,christin,general,no,bark,135.5
Warinder Dewan,37,192,avrage,private job,4.41,57.54,professional,buddhist,general,no,very fair,47.94
Naveen Sampath,48,156,heavy,self employee,31.25,299.36,service,jain,st,yes,wheatish,66.85
Nicholas Vig,22,176,athletic,startup,39.46,100.49,professional,sikh,general,yes,wheatish,67.01
Ayush Aurora,24,182,avrage,startup,34.29,327.92,professional,christin,obc,yes,fair,117.2
Gaurang Bhatt,36,161,avrage,private job,21.25,184.67,agriculture,muslim,st,no,fair,136.11
Ikbal Swamy,28,161,athletic,government job,8.36,362.34,professional,muslim,obc,no,fair,103.28
Nihal Swamy,48,157,athletic,self employee,32.66,393.39,agriculture,hindu,st,yes,fair,115.7
Samuel Zachariah,41,186,avrage,self employee,29.45,56.42,service,hindu,st,yes,fair,22.76
Chakradhar Sangha,46,187,heavy,business,18.63,175.36,professional,jain,obc,yes,very fair,47.62
Andrew Chawla,24,191,slim,business,36.94,38.31,agriculture,hindu,st,no,bark,101.11
Hardik Salvi,29,160,slim,private job,32.85,73.97,professional,hindu,sc,no,wheatish,73.57
Tanay Chad,40,175,avrage,government job,34.75,352.43,politics,sikh,general,yes,very fair,127.14
Frado Munshi,42,176,slim,startup,24.53,119.32,professional,sikh,general,yes,bark,87.15
Jai Mahajan,48,200,athletic,business,11.68,75.54,service,jain,sc,no,fair,30.46
Nathan Koshy,27,185,slim,startup,12.36,76.42,service,christin,st,yes,wheatish,50.75
Shivansh Chadha,44,170,athletic,private job,26.9,398.14,politics,christin,obc,yes,fair,101.94
Sarthak Seshadri,23,170,avrage,business,12.33,22.44,politics,buddhist,general,yes,very fair,126.46
Nihal Bedi,24,185,slim,self employee,20.57,424.16,professional,sikh,general,no,bark,102.34
Ayaan Mahajan,37,162,athletic,business,27.12,51.07,politics,hindu,sc,no,wheatish,94.69
Yatin Mallick,30,155,athletic,government job,13.22,469.36,service,sikh,general,no,fair,92.85
Wazir Rama,21,190,avrage,self employee,16.31,362.41,professional,christin,general,no,fair,132.0
Aadi Mammen,34,161,heavy,private job,6.79,312.12,business,sikh,obc,no,wheatish,138.79
Peter Tara,29,190,heavy,business,12.87,316.77,professional,jain,general,yes,wheatish,67.45
Jack Kalita,22,198,athletic,business,27.13,358.93,service,hindu,obc,yes,very fair,88.39
Samuel Bora,43,161,heavy,startup,19.43,373.37,service,muslim,st,yes,bark,139.93
Abeer Dara,31,173,slim,startup,26.34,32.6,agriculture,christin,st,yes,fair,49.24
Dalbir Vaidya,46,198,slim,self employee,25.08,244.5,service,hindu,general,yes,bark,37.26
Shivansh Mody,44,182,heavy,business,19.88,255.91,agriculture,buddhist,st,no,fair,139.53
Jairaj Sem,22,175,avrage,startup,6.81,41.66,politics,jain,obc,yes,fair,31.55
Yatan Sharaf,48,174,heavy,startup,18.15,462.51,service,muslim,st,no,bark,142.9
Brijesh Sachar,32,194,slim,business,27.62,299.26,agriculture,jain,obc,yes,fair,26.86
Isaiah Jayaraman,26,165,slim,government job,24.59,136.85,business,buddhist,sc,no,fair,104.77
Guneet Sharaf,26,198,avrage,startup,3.21,29.6,business,muslim,sc,yes,wheatish,140.11
Hemang Zacharia,39,171,slim,startup,21.37,370.44,agriculture,muslim,st,no,bark,46.3
Tanay Yadav,24,200,avrage,business,20.64,287.0,business,christin,obc,yes,bark,71.37
Hritik Dhillon,28,158,slim,private job,32.42,150.39,service,hindu,st,yes,wheatish,72.02
Michael Varma,26,173,athletic,private job,35.55,94.91,professional,muslim,obc,no,wheatish,28.7
Kevin Bedi,34,192,heavy,business,20.68,277.4,service,jain,general,no,wheatish,111.92
Rishi Sani,39,161,athletic,government job,15.31,229.66,business,jain,sc,no,wheatish,37.05
Sarthak Shroff,26,179,slim,government job,31.48,463.77,agriculture,buddhist,obc,no,very fair,72.43
Advik Sha,21,155,heavy,business,35.8,72.05,business,hindu,sc,yes,very fair,71.39
Amol Bumb,39,195,athletic,business,7.74,365.21,politics,buddhist,general,yes,very fair,79.41
Nathaniel Sachdev,46,198,athletic,government job,29.37,406.97,politics,hindu,general,yes,bark,16.26
Saksham Din,29,168,heavy,government job,12.94,320.34,agriculture,hindu,general,no,wheatish,66.78
Udant Varghese,46,162,slim,private job,6.96,294.85,service,muslim,general,yes,fair,148.71
Ayush Chandra,22,186,slim,self employee,5.27,172.14,professional,christin,obc,yes,very fair,16.57
Yatin Wable,29,163,heavy,self employee,34.98,462.32,business,jain,sc,no,wheatish,10.23
Mohammed Mittal,45,187,slim,self employee,9.16,142.89,politics,christin,st,yes,wheatish,138.93
Chakradev Swaminathan,26,196,athletic,government job,21.84,257.59,business,hindu,general,no,bark,84.57
Tejas Choudhury,37,184,athletic,startup,12.39,408.29,professional,sikh,sc,no,bark,16.96
Ranbir Chaudhry,35,190,athletic,government job,14.97,183.49,politics,sikh,general,yes,fair,120.0
Gaurang Sehgal,45,171,avrage,government job,23.26,422.73,agriculture,jain,obc,no,wheatish,148.15
Falan Chandra,31,183,avrage,business,20.87,388.86,professional,sikh,obc,yes,wheatish,119.33
Krishna Prabhakar,36,197,slim,self employee,38.41,471.79,service,jain,sc,yes,bark,54.05
Jatin Deo,27,184,heavy,startup,28.26,102.95,agriculture,sikh,sc,yes,very fair,123.59
Yatin Atwal,47,187,slim,startup,12.13,419.83,professional,muslim,general,no,bark,13.05
William Basak,24,191,avrage,private job,15.31,243.07,professional,hindu,st,no,bark,17.9
Gaurang Chaudhuri,43,195,athletic,startup,22.37,29.85,agriculture,hindu,obc,no,very fair,30.87
Sathvik Sidhu,36,186,athletic,private job,20.74,178.37,politics,jain,general,yes,bark,44.54
Wriddhish Agarwal,41,172,avrage,business,21.45,325.07,professional,muslim,general,no,very fair,107.59
Omkaar Kalita,42,156,athletic,self employee,5.69,333.82,professional,christin,st,no,bark,101.54
Jack Natt,27,179,slim,startup,12.62,408.84,politics,buddhist,general,no,very fair,109.05
William Iyengar,46,189,athletic,startup,15.08,452.77,politics,hindu,general,yes,wheatish,47.8
Baljiwan D’Alia,36,197,avrage,self employee,19.77,370.25,professional,sikh,general,yes,very fair,76.96
Jatin Vig,41,157,athletic,government job,37.74,81.15,politics,sikh,general,yes,bark,76.06
Mason Anne,44,169,avrage,self employee,39.25,449.16,professional,sikh,sc,yes,bark,101.8
Shivansh Peri,34,189,avrage,business,36.02,284.59,service,buddhist,st,yes,bark,86.51
Hritik Bhagat,45,167,heavy,government job,21.46,281.24,service,christin,sc,yes,bark,128.58
Rudra Palla,30,184,heavy,business,16.28,497.01,politics,christin,general,no,wheatish,93.72
Qabil Sarraf,29,187,athletic,government job,12.41,377.48,agriculture,hindu,general,yes,very fair,51.67
Aarav More,48,162,heavy,government job,26.66,182.94,professional,christin,sc,no,bark,71.09
Chatresh Seshadri,35,174,slim,private job,6.93,95.45,agriculture,sikh,st,yes,wheatish,137.23
Caleb Kaur,26,164,athletic,private job,5.55,35.23,service,christin,st,no,very fair,93.72
Hredhaan Roy,40,184,avrage,self employee,14.36,309.47,business,muslim,sc,yes,bark,42.15
Qasim Khalsa,23,164,avrage,private job,16.59,435.38,politics,jain,st,yes,very fair,73.57
Simon Kulkarni,31,191,heavy,self employee,30.24,55.03,politics,christin,general,no,bark,46.16
Hardik Singh,23,168,slim,government job,11.18,421.2,service,hindu,general,no,wheatish,116.27
Kai Patil,38,174,athletic,private job,20.36,499.65,service,sikh,obc,yes,fair,73.58
Rachit Lad,29,175,heavy,startup,26.87,291.87,professional,jain,obc,no,very fair,77.9
Alexander Patla,35,160,slim,business,35.78,466.28,business,muslim,sc,yes,bark,144.98
Jagdish Hari,35,188,heavy,startup,27.15,346.97,politics,christin,st,no,bark,44.45
Ethan Prabhakar,34,178,heavy,business,10.04,457.79,politics,muslim,st,yes,very fair,44.08
Kalpit Shetty,43,164,slim,private job,20.91,305.98,agriculture,christin,general,no,wheatish,112.41
Xavier Basu,40,164,athletic,private job,3.13,207.45,service,buddhist,obc,yes,fair,38.12
Nathaniel Seshadri,41,156,slim,self employee,3.77,303.85,service,muslim,obc,yes,bark,86.39
Girish Pall,32,160,heavy,government job,26.57,447.62,agriculture,christin,sc,no,very fair,38.17
Jagat Pandey,23,171,slim,government job,25.49,399.37,politics,muslim,st,no,wheatish,55.27
Jagdish Merchant,25,160,slim,private job,5.22,374.78,politics,buddhist,general,yes,very fair,40.21
Gopal Babu,44,176,heavy,government job,10.9,461.54,professional,sikh,st,no,fair,83.31
Saksham Deep,43,182,slim,private job,38.54,255.87,service,jain,st,no,fair,135.86
Pratyush Warrior,27,160,slim,government job,11.63,387.02,politics,christin,sc,no,wheatish,123.79
Shaurya Brar,43,167,avrage,business,7.54,198.34,agriculture,jain,sc,no,wheatish,122.25
Baljiwan Gaba,25,155,heavy,business,14.39,473.02,business,sikh,sc,no,very fair,40.91
Upkaar Solanki,30,164,athletic,government job,8.27,135.02,business,jain,obc,yes,wheatish,35.37
Samuel Dewan,39,176,heavy,government job,36.65,365.57,professional,buddhist,sc,yes,wheatish,52.67
Harrison Lad,25,158,slim,business,32.02,84.82,agriculture,christin,st,no,wheatish,15.97
Jacob Om,45,158,slim,business,38.98,361.17,agriculture,jain,st,no,wheatish,21.62
Teerth Kunda,26,180,athletic,private job,38.07,198.35,agriculture,hindu,st,no,wheatish,112.94
Darsh Doctor,45,169,heavy,government job,26.35,406.6,politics,christin,general,yes,very fair,80.22
Tanish Cherian,47,175,heavy,government job,19.39,90.37,agriculture,hindu,obc,no,very fair,100.73
Gaurang Dyal,34,164,heavy,self employee,37.76,334.56,politics,hindu,sc,yes,wheatish,83.84
Anthony Sachar,35,169,avrage,business,23.41,80.89,professional,jain,obc,yes,very fair,33.33
Andrew Om,28,163,athletic,self employee,27.45,179.74,politics,muslim,sc,no,very fair,97.15
Frederick Ratta,33,165,athletic,private job,19.86,45.97,professional,sikh,st,no,bark,71.29
Parth Chandran,33,191,avrage,business,6.05,113.93,politics,jain,general,no,fair,10.8
Aarav Chanda,39,193,avrage,business,10.62,296.22,professional,sikh,sc,no,wheatish,28.65
Tanay Gole,45,164,slim,startup,7.31,19.04,professional,sikh,sc,yes,fair,82.03
Dalbir Banik,23,157,heavy,self employee,11.85,233.11,agriculture,hindu,sc,no,bark,105.06
Atharv Lala,34,178,heavy,self employee,11.84,457.86,politics,jain,general,yes,fair,89.82
Chatresh Dube,45,178,slim,startup,14.55,406.79,politics,buddhist,st,no,bark,102.99
Banjeet Handa,47,197,slim,startup,28.59,179.75,professional,muslim,sc,yes,bark,21.39
Indrajit Srinivasan,46,192,athletic,startup,7.23,82.82,professional,sikh,obc,yes,bark,144.74
Andrew Ghosh,26,194,heavy,private job,6.54,126.69,service,buddhist,obc,yes,wheatish,146.68
Jai Konda,37,162,avrage,private job,16.52,79.56,agriculture,muslim,general,no,wheatish,19.74
Amol Edwin,29,194,avrage,government job,28.44,413.34,agriculture,hindu,st,no,wheatish,131.24
Qarin Atwal,37,190,heavy,startup,4.47,356.18,politics,sikh,general,yes,bark,119.86
Anthony Zachariah,28,168,heavy,self employee,5.59,232.11,professional,sikh,general,no,fair,147.23
Anthony Mani,34,162,slim,startup,19.49,298.0,politics,hindu,obc,yes,wheatish,116.93
Ikbal Cheema,47,163,avrage,government job,23.79,384.94,politics,jain,general,yes,very fair,73.0
Rushil Mane,31,200,heavy,self employee,6.02,147.11,service,hindu,general,yes,very fair,19.98
Jason Krishnamurthy,48,168,avrage,self employee,4.32,60.99,professional,hindu,sc,yes,wheatish,81.16
Faraj Nagy,41,195,avrage,business,33.86,354.81,politics,christin,st,no,bark,53.77
Naksh Kumer,39,199,heavy,government job,21.55,36.7,agriculture,jain,obc,yes,bark,131.86
Upkaar Vohra,34,156,slim,self employee,34.56,392.36,agriculture,hindu,general,no,wheatish,74.71
Finn Edwin,48,184,slim,startup,33.69,78.84,agriculture,hindu,obc,yes,fair,79.81
Reyansh Mangat,34,196,slim,government job,9.73,341.49,professional,christin,sc,no,bark,110.44
Vincent Dewan,31,186,heavy,self employee,9.85,107.88,business,sikh,obc,no,very fair,48.99
Nicholas Sanghvi,44,184,heavy,government job,37.19,422.15,professional,sikh,general,no,very fair,91.14
Onveer Gokhale,45,164,athletic,startup,35.55,467.57,professional,muslim,sc,no,bark,143.08
Raghav Chandra,22,179,athletic,private job,29.89,311.58,professional,buddhist,general,yes,very fair,130.17
Henry Aggarwal,28,156,slim,private job,14.05,28.51,service,muslim,obc,yes,wheatish,34.11
Harshil Hayre,22,157,avrage,startup,37.73,246.38,agriculture,christin,sc,no,fair,76.59
Finn Hora,22,183,slim,business,22.5,466.82,business,buddhist,general,no,bark,61.04
Girik Prasad,24,175,slim,self employee,31.87,47.69,business,christin,sc,yes,bark,20.4
Max Jani,46,161,slim,government job,7.23,51.7,agriculture,muslim,obc,no,wheatish,132.98
Dev Anand,43,168,avrage,private job,27.63,73.76,professional,hindu,obc,no,wheatish,28.22
Abeer Acharya,47,178,avrage,business,4.54,52.2,professional,sikh,obc,yes,very fair,109.06
Onveer Palla,27,189,heavy,government job,34.82,383.91,business,christin,obc,no,very fair,146.13
Jack Khanna,27,165,slim,business,37.22,412.14,agriculture,hindu,obc,no,wheatish,62.29
Noah Bhandari,44,186,heavy,business,17.9,325.33,agriculture,sikh,st,yes,wheatish,145.96
Teerth Bajaj,31,193,slim,government job,8.38,64.05,agriculture,christin,sc,no,wheatish,46.88
Harish Bhatt,37,198,avrage,private job,10.25,33.13,politics,muslim,general,no,very fair,117.98
Reyansh Dhingra,42,169,athletic,business,7.47,469.77,agriculture,christin,general,no,wheatish,120.01
Jacob Ranganathan,30,198,heavy,government job,14.19,163.05,politics,sikh,sc,no,fair,123.35
Benjamin Buch,47,178,avrage,startup,9.73,239.47,agriculture,hindu,general,yes,fair,99.47
Rishi Sangha,31,163,heavy,self employee,32.79,113.46,business,hindu,obc,no,wheatish,73.05
Nathaniel Barman,34,177,avrage,government job,19.42,60.56,politics,jain,sc,no,wheatish,86.77
Alexander Shroff,25,182,athletic,private job,10.05,329.25,agriculture,christin,general,yes,fair,41.81
Hritik Mistry,27,164,athletic,startup,19.69,30.33,business,buddhist,general,yes,wheatish,68.26
Farhan Wadhwa,27,171,athletic,self employee,28.95,53.31,service,hindu,sc,no,bark,26.95
Ayush Nagy,30,186,heavy,self employee,32.29,497.37,agriculture,buddhist,general,no,fair,114.37
Ronith Dua,37,181,slim,government job,18.94,44.69,professional,jain,obc,no,fair,67.88
Elijah Brahmbhatt,29,200,heavy,private job,34.4,346.56,agriculture,muslim,general,yes,fair,15.29
Advaith Ghose,42,197,athletic,self employee,15.68,38.06,service,buddhist,obc,no,bark,130.61
Anirudh Nigam,42,157,avrage,startup,36.53,141.95,agriculture,hindu,st,yes,very fair,20.1
Liam De,21,191,athletic,startup,38.94,144.45,business,hindu,obc,yes,very fair,61.77
Darsh Batra,42,160,athletic,government job,14.77,108.75,service,muslim,sc,no,bark,13.03
Chakradev Vohra,25,164,slim,private job,14.73,297.91,service,christin,st,no,wheatish,66.26
Teerth Barad,33,196,heavy,private job,18.83,108.65,politics,sikh,sc,no,bark,57.49
Yuvraj Ganesan,40,172,athletic,private job,35.97,84.9,professional,sikh,obc,yes,bark,143.86
Gopal Chana,25,171,slim,self employee,29.9,439.92,business,muslim,obc,yes,bark,62.33
Lucky Patla,46,177,heavy,government job,12.01,68.64,agriculture,hindu,st,yes,fair,146.1
Harsh Chaudhary,31,157,heavy,business,11.1,396.96,agriculture,hindu,sc,yes,very fair,23.93
George Borra,32,171,heavy,private job,34.41,405.69,politics,christin,obc,yes,wheatish,28.55
Wridesh Pau,31,171,slim,self employee,21.81,359.46,business,muslim,obc,no,very fair,77.52
Gagan Palan,32,188,avrage,private job,35.52,350.93,professional,muslim,general,no,bark,133.81
Ekavir Patel,32,199,heavy,private job,11.39,232.95,service,christin,st,no,very fair,65.36
Manbir Hari,41,159,heavy,government job,38.51,51.57,service,buddhist,sc,yes,bark,33.47
Madhav Pandey,44,185,slim,self employee,28.3,341.07,politics,christin,st,yes,very fair,109.78
Samaksh Trivedi,43,163,avrage,government job,30.61,306.44,agriculture,buddhist,general,yes,very fair,148.25
Joshua Narayanan,35,182,slim,government job,16.39,105.68,business,sikh,general,no,fair,116.93
Frado Edwin,32,164,avrage,self employee,38.53,467.43,politics,muslim,sc,yes,wheatish,36.17
Christopher Batra,44,164,heavy,startup,34.71,457.86,professional,sikh,sc,no,bark,117.9
Krish Mohan,46,187,heavy,startup,34.76,471.15,professional,sikh,obc,yes,fair,142.92
Warjas Sood,45,184,athletic,startup,23.54,380.29,politics,christin,obc,yes,very fair,12.07
Harish Radhakrishnan,36,171,slim,government job,30.69,134.68,professional,muslim,obc,yes,fair,25.47
Maanav Chawla,34,181,athletic,startup,35.72,118.06,professional,christin,st,no,bark,135.59
Bachittar Krishna,47,186,heavy,self employee,31.02,290.41,agriculture,muslim,sc,yes,very fair,44.55
Nicholas Bansal,27,190,avrage,private job,7.75,104.41,professional,buddhist,general,no,fair,51.77
Upkaar Jha,34,169,slim,private job,20.2,80.1,professional,jain,st,no,wheatish,38.31
Dominic Rattan,23,162,slim,government job,7.6,258.55,business,jain,general,yes,wheatish,19.71
Dominic More,29,180,athletic,business,37.04,11.83,business,muslim,sc,yes,wheatish,138.06
Wazir Lalla,46,176,heavy,private job,20.69,19.86,agriculture,hindu,sc,yes,wheatish,145.4
Mason Nagarajan,46,197,heavy,startup,37.86,418.81,politics,jain,obc,no,fair,35.27
Harsh Krishnan,44,160,slim,private job,20.73,269.06,agriculture,sikh,obc,yes,very fair,15.33
Dakshesh Andra,43,180,avrage,startup,5.98,439.19,business,muslim,st,yes,fair,68.15
Robert Bawa,31,189,slim,private job,32.92,477.97,agriculture,muslim,sc,yes,wheatish,31.74
Chaitanya Parikh,38,195,avrage,government job,24.91,324.62,business,christin,st,yes,bark,141.49
Jagat Sahota,33,168,avrage,government job,12.86,373.44,business,christin,general,yes,fair,30.92
Naksh Karnik,39,157,avrage,government job,19.52,439.3,business,muslim,obc,yes,fair,94.67
Peter Keer,41,167,slim,private job,33.93,464.34,business,buddhist,general,no,very fair,28.86
Manthan Gour,21,192,athletic,self employee,11.3,441.34,professional,muslim,st,no,bark,58.09
Vivaan Deshpande,27,189,avrage,private job,21.75,400.06,service,hindu,sc,yes,bark,49.72
Ranbir Panchal,40,158,avrage,self employee,22.89,71.58,business,buddhist,general,no,wheatish,29.4
Naveen Lad,33,199,athletic,government job,26.91,311.37,business,muslim,sc,no,wheatish,32.42
Hredhaan Mall,27,195,slim,startup,25.82,300.12,business,buddhist,st,yes,wheatish,121.44
Mason Dubey,29,169,avrage,startup,28.03,48.41,professional,muslim,general,yes,fair,64.63
Maanav Bir,29,200,athletic,government job,37.02,407.33,professional,sikh,general,no,bark,102.08
Sai Sane,24,169,athletic,government job,21.33,496.14,service,sikh,general,yes,fair,37.93
Qarin Ravi,43,199,slim,business,34.51,35.75,agriculture,buddhist,st,yes,very fair,123.32
Tanish Kohli,43,199,avrage,business,7.48,236.03,agriculture,jain,sc,no,wheatish,143.06
Qasim Mukherjee,32,162,heavy,private job,39.78,471.75,service,jain,st,yes,wheatish,33.46
Robert Keer,44,183,athletic,startup,29.52,270.9,politics,christin,obc,no,fair,39.86
Nachiket Mittal,45,178,athletic,private job,22.36,339.34,agriculture,hindu,sc,yes,wheatish,69.85
Ayushman Mutti,44,155,heavy,government job,29.79,255.37,agriculture,sikh,general,yes,wheatish,112.78
Tanveer Sehgal,22,167,slim,business,35.04,305.94,service,hindu,general,no,very fair,57.66
Isaac Keer,37,200,avrage,government job,18.3,466.53,agriculture,hindu,obc,no,fair,104.54
Krishna Brar,29,187,heavy,private job,15.55,444.83,agriculture,buddhist,general,yes,fair,49.06
Ranveer Devi,33,165,heavy,startup,14.39,342.06,business,hindu,st,yes,bark,36.11
Pranav Ganesh,24,195,slim,self employee,36.04,174.39,politics,christin,obc,no,wheatish,83.39
Vivaan Nadig,36,181,avrage,startup,27.69,78.93,service,jain,obc,no,wheatish,125.13
Nathaniel Ghosh,47,161,heavy,self employee,11.94,235.46,professional,muslim,st,yes,bark,97.96
Arjun Sankaran,21,199,heavy,private job,9.65,459.04,service,muslim,general,yes,very fair,58.84
Quincy Mutti,28,167,slim,startup,29.47,234.84,service,jain,obc,no,wheatish,143.25
Yatan Tailor,41,165,heavy,business,3.44,436.6,service,christin,obc,no,very fair,103.97
Ronith Naik,27,181,avrage,private job,21.16,392.01,service,sikh,obc,no,very fair,107.04
Qasim Bhardwaj,29,193,heavy,startup,16.17,196.72,agriculture,muslim,sc,yes,fair,48.24
Yug Bakshi,45,200,avrage,private job,36.27,164.07,professional,sikh,obc,no,very fair,61.93
Imaran Chadha,41,162,athletic,startup,16.68,336.2,service,buddhist,general,no,bark,129.48
Baljiwan Mangal,28,198,heavy,government job,18.55,99.5,professional,christin,general,no,wheatish,128.94
Kai Master,28,196,avrage,startup,3.79,342.06,service,buddhist,general,yes,bark,85.23
Vincent Sharaf,36,200,avrage,private job,13.01,154.77,agriculture,hindu,obc,no,wheatish,28.18
Banjeet Sarma,37,186,slim,business,15.34,448.65,professional,hindu,general,yes,very fair,70.78
Aditya Dhillon,40,174,athletic,government job,21.61,102.27,professional,christin,st,no,wheatish,49.36
Yagnesh Anne,25,162,heavy,government job,25.05,357.7,professional,christin,st,no,fair,92.0
Sai Bhardwaj,25,159,heavy,business,29.09,17.42,politics,jain,general,yes,bark,136.47
Yash Dasgupta,40,166,slim,business,9.09,42.9,professional,buddhist,st,yes,fair,27.22
Amol Mukherjee,32,178,athletic,private job,35.74,288.01,service,sikh,obc,yes,bark,109.49
Manan Narang,40,192,athletic,private job,23.33,161.44,business,muslim,general,no,fair,47.54
Kai Kaul,23,157,athletic,private job,27.45,438.27,business,jain,general,no,fair,91.39
Aryan Kale,41,192,avrage,business,10.38,482.26,service,muslim,obc,no,very fair,119.73
Balhaar Hayre,41,193,avrage,private job,14.02,435.37,business,christin,general,yes,bark,46.17
Logan Kala,41,197,athletic,self employee,7.56,32.51,agriculture,buddhist,general,yes,bark,107.29
Aarnav Venkataraman,45,167,athletic,private job,22.97,30.45,service,jain,sc,yes,bark,114.58
Yuvraj Naik,45,179,slim,government job,6.34,303.77,agriculture,buddhist,obc,no,wheatish,28.21
Mitesh Goswami,41,198,athletic,startup,30.68,406.76,service,jain,st,yes,wheatish,74.17
Girish Din,26,166,heavy,business,16.56,354.61,agriculture,sikh,obc,yes,bark,95.19
Gabriel Gopal,32,191,heavy,startup,21.37,97.84,politics,jain,st,no,fair,26.51
Vedant Barad,36,193,athletic,government job,23.42,397.51,agriculture,buddhist,st,yes,very fair,100.59
Ojas Gokhale,31,181,athletic,government job,24.61,234.58,business,buddhist,general,no,wheatish,26.34
Rishi Baria,39,199,heavy,self employee,29.53,380.24,professional,jain,general,yes,very fair,33.52
Siddharth Lad,41,172,heavy,self employee,9.21,363.65,service,buddhist,st,yes,fair,23.02
Aarush Shere,28,160,avrage,self employee,27.86,341.83,politics,christin,st,yes,fair,97.81
Quincy Gulati,26,172,heavy,self employee,13.88,18.3,professional,sikh,obc,no,wheatish,127.16
Advik Grover,35,182,athletic,government job,7.91,140.29,professional,hindu,sc,no,fair,69.53
Zaid Bassi,33,163,avrage,business,37.43,450.61,service,sikh,obc,yes,fair,45.16
Aarav Soni,42,184,avrage,self employee,25.21,116.19,politics,jain,sc,yes,wheatish,17.82
Vedant Mishra,36,171,avrage,government job,35.24,70.71,business,sikh,general,no,fair,115.12
Sai Bal,26,163,avrage,business,19.22,490.16,politics,hindu,sc,yes,fair,16.27
Ishaan Chadha,48,193,avrage,startup,13.0,171.35,business,jain,sc,no,bark,149.48
Hredhaan Chand,25,196,avrage,private job,4.89,120.0,business,christin,obc,no,bark,112.5
Balvan Dhillon,45,173,avrage,private job,7.38,82.69,professional,muslim,st,yes,very fair,13.25
Agastya Vyas,47,177,heavy,government job,38.38,370.33,professional,muslim,st,no,very fair,46.18
Ranbir Ben,23,177,avrage,startup,13.04,25.58,politics,sikh,st,no,bark,79.07
Manthan Chaudhary,26,165,avrage,startup,21.82,411.59,service,christin,general,no,very fair,74.02
Zayan Upadhyay,38,187,avrage,private job,31.85,33.91,business,sikh,st,no,very fair,59.22
Banjeet Morar,28,172,athletic,startup,30.14,438.9,business,hindu,obc,yes,bark,29.48
Chandran Korpal,27,178,slim,self employee,17.41,403.76,agriculture,jain,obc,no,fair,62.84
Veer Misra,42,192,avrage,business,16.52,345.76,professional,hindu,sc,no,wheatish,87.54
Vincent Wason,47,188,slim,business,32.68,100.57,business,christin,general,no,very fair,91.28
Atharv Vasa,22,173,slim,self employee,24.96,155.51,professional,jain,obc,yes,bark,34.35
Falan Bhandari,27,161,slim,government job,29.0,206.03,politics,christin,obc,no,fair,114.39
Arjun Roy,33,172,heavy,startup,10.71,464.26,service,buddhist,general,no,bark,88.07
Dhruv Khatri,39,165,heavy,self employee,5.64,306.46,professional,muslim,sc,yes,very fair,95.57
Hardik Suri,42,181,slim,self employee,39.48,93.41,politics,muslim,sc,no,very fair,98.55
Atharv Natt,39,195,heavy,startup,25.75,135.66,business,hindu,sc,yes,bark,42.27
Gagan Chakraborty,46,200,athletic,startup,9.72,374.99,agriculture,muslim,obc,yes,fair,73.06
Oscar Bahri,29,162,avrage,startup,6.52,26.13,service,jain,st,yes,very fair,66.34
Harsh Chander,43,159,slim,private job,36.48,376.71,politics,hindu,general,no,bark,130.24
Arjun Naik,46,159,heavy,self employee,21.54,145.31,politics,sikh,obc,yes,fair,77.78
Krish Morar,29,169,slim,business,27.97,492.31,professional,christin,general,yes,wheatish,99.87
Siddharth Kalita,43,175,heavy,self employee,3.23,309.64,professional,buddhist,general,yes,fair,113.5
Nathaniel Sha,24,155,slim,startup,34.58,413.87,service,hindu,sc,yes,bark,64.01
Daniel Mall,21,200,heavy,government job,37.47,168.41,agriculture,muslim,st,no,wheatish,149.85
Aayush Dash,37,170,athletic,business,5.32,396.14,politics,muslim,sc,yes,wheatish,72.24
Baljiwan Krishnan,47,195,slim,government job,29.67,70.15,agriculture,sikh,obc,yes,bark,36.72
Qabil Mandal,41,171,athletic,private job,33.77,445.56,professional,buddhist,general,no,bark,49.26
Ekaraj Acharya,37,178,slim,government job,17.56,171.67,business,buddhist,st,yes,wheatish,43.89
Nathan Rana,26,169,heavy,private job,39.7,137.89,business,jain,st,no,very fair,30.42
Gaurav Sama,39,194,slim,self employee,18.58,256.1,professional,jain,st,yes,wheatish,13.14
